Highlight,Unnamed: 2,In Stathead,player_id
"Career high, Game Score",13.9,View full stats from top 20 games,gregocl01
"Career high, Points",24.0,View full stats from top 20 games,doumbse01
"Career high, Rebounds",11.0,View full stats from top 20 games,doumbse01
"Career high, Assists",4.0,View full stats from top 20 games,doumbse01
"Career high, Steals",3.0,View full stats from top 20 games,doumbse01
"Career high, Blocks",2.0,View full stats from top 20 games,doumbse01
"Career high, Game Score",19.6,View full stats from top 20 games,doumbse01
"Career high, Points",5.0,View full stats from top 20 games,thompst01
"Career high, Rebounds",4.0,View full stats from top 20 games,thompst01
"Career high, Assists",2.0,View full stats from top 20 games,thompst01
"Career high, Steals",2.0,View full stats from top 20 games,thompst01
"Career high, Blocks",1.0,View full stats from top 20 games,thompst01
"Career high, Game Score",5.2,View full stats from top 20 games,thompst01
"Career high, Points",37.0,View full stats from top 20 games,brookmi01
"Career high, Rebounds",17.0,View full stats from top 20 games,brookmi01
"Career high, Assists",12.0,View full stats from top 20 games,brookmi01
"Career high, Steals",6.0,View full stats from top 20 games,brookmi01
"Career high, Blocks",4.0,View full stats from top 20 games,brookmi01
"Career high, Game Score",33.6,View full stats from top 20 games,brookmi01
Triple-Doubles,1.0,View all,brookmi01
"Career high, Points",25.0,View full stats from top 20 games,martike03
"Career high, Rebounds",9.0,View full stats from top 20 games,martike03
"Career high, Assists",4.0,View full stats from top 20 games,martike03
"Career high, Steals",3.0,View full stats from top 20 games,martike03
"Career high, Blocks",2.0,View full stats from top 20 games,martike03
"Career high, Game Score",20.4,View full stats from top 20 games,martike03
"Career high, Points",17.0,View full stats from top 20 games,ellenhe01
"Career high, Rebounds",11.0,View full stats from top 20 games,ellenhe01
"Career high, Assists",5.0,View full stats from top 20 games,ellenhe01
"Career high, Steals",2.0,View full stats from top 20 games,ellenhe01
"Career high, Blocks",2.0,View full stats from top 20 games,ellenhe01
"Career high, Game Score",14.1,View full stats from top 20 games,ellenhe01
"Career high, Points",14.0,View full stats from top 20 games,harmoje01
"Career high, Rebounds",8.0,View full stats from top 20 games,harmoje01
"Career high, Assists",4.0,View full stats from top 20 games,harmoje01
"Career high, Steals",3.0,View full stats from top 20 games,harmoje01
"Career high, Game Score",11.6,View full stats from top 20 games,harmoje01
"Career high, Points",43.0,View full stats from top 20 games,priceji01
"Career high, Rebounds",11.0,View full stats from top 20 games,priceji01
"Career high, Assists",13.0,View full stats from top 20 games,priceji01
"Career high, Steals",6.0,View full stats from top 20 games,priceji01
"Career high, Blocks",4.0,View full stats from top 20 games,priceji01
"Career high, Game Score",21.2,View full stats from top 20 games,priceji01
Triple-Doubles,2.0,View all,priceji01
"Career high, Points",36.0,View full stats from top 20 games,mooreet01
"Career high, Rebounds",9.0,View full stats from top 20 games,mooreet01
"Career high, Assists",11.0,View full stats from top 20 games,mooreet01
"Career high, Steals",6.0,View full stats from top 20 games,mooreet01
"Career high, Blocks",3.0,View full stats from top 20 games,mooreet01
"Career high, Game Score",27.8,View full stats from top 20 games,mooreet01
"Career high, Points",42.0,View full stats from top 20 games,leaveal01
"Career high, Rebounds",8.0,View full stats from top 20 games,leaveal01
"Career high, Assists",22.0,View full stats from top 20 games,leaveal01
"Career high, Steals",8.0,View full stats from top 20 games,leaveal01
"Career high, Blocks",3.0,View full stats from top 20 games,leaveal01
"Career high, Game Score",36.0,View full stats from top 20 games,leaveal01
"Career high, Points",30.0,View full stats from top 20 games,dawkipa01
"Career high, Rebounds",9.0,View full stats from top 20 games,dawkipa01
"Career high, Assists",6.0,View full stats from top 20 games,dawkipa01
"Career high, Steals",2.0,View full stats from top 20 games,dawkipa01
"Career high, Blocks",2.0,View full stats from top 20 games,dawkipa01
"Career high, Game Score",22.3,View full stats from top 20 games,dawkipa01
"Career high, Points",36.0,View full stats from top 20 games,anderro01
"Career high, Rebounds",15.0,View full stats from top 20 games,anderro01
"Career high, Assists",8.0,View full stats from top 20 games,anderro01
"Career high, Steals",5.0,View full stats from top 20 games,anderro01
"Career high, Blocks",2.0,View full stats from top 20 games,anderro01
"Career high, Game Score",31.9,View full stats from top 20 games,anderro01
"Career high, Points",37.0,View full stats from top 20 games,gerargu01
"Career high, Rebounds",21.0,View full stats from top 20 games,gerargu01
"Career high, Assists",7.0,View full stats from top 20 games,gerargu01
"Career high, Steals",4.0,View full stats from top 20 games,gerargu01
"Career high, Blocks",6.0,View full stats from top 20 games,gerargu01
"Career high, Game Score",22.9,View full stats from top 20 games,gerargu01
"Career high, Points",10.0,View full stats from top 20 games,harrite01
"Career high, Rebounds",14.0,View full stats from top 20 games,harrite01
"Career high, Assists",4.0,View full stats from top 20 games,harrite01
"Career high, Steals",2.0,View full stats from top 20 games,harrite01
"Career high, Blocks",2.0,View full stats from top 20 games,harrite01
"Career high, Game Score",9.4,View full stats from top 20 games,harrite01
"Career high, Points",22.0,View full stats from top 20 games,seminji01
"Career high, Assists",14.0,View full stats from top 20 games,seminji01
"Career high, Points",4.0,View full stats from top 20 games,jonesea01
"Career high, Rebounds",4.0,View full stats from top 20 games,jonesea01
"Career high, Assists",1.0,View full stats from top 20 games,jonesea01
"Career high, Blocks",1.0,View full stats from top 20 games,jonesea01
"Career high, Game Score",2.3,View full stats from top 20 games,jonesea01
"Career high, Points",15.0,View full stats from top 20 games,jamesda01
"Career high, Rebounds",14.0,View full stats from top 20 games,jamesda01
"Career high, Assists",3.0,View full stats from top 20 games,jamesda01
"Career high, Steals",3.0,View full stats from top 20 games,jamesda01
"Career high, Blocks",3.0,View full stats from top 20 games,jamesda01
"Career high, Game Score",15.8,View full stats from top 20 games,jamesda01
"Career high, Points",9.0,View full stats from top 20 games,huestjo01
"Career high, Rebounds",9.0,View full stats from top 20 games,huestjo01
"Career high, Assists",2.0,View full stats from top 20 games,huestjo01
"Career high, Steals",2.0,View full stats from top 20 games,huestjo01
"Career high, Blocks",3.0,View full stats from top 20 games,huestjo01
"Career high, Game Score",8.7,View full stats from top 20 games,huestjo01
"Career high, Points",28.0,View full stats from top 20 games,chandty01
"Career high, Rebounds",28.0,View full stats from top 20 games,chandty01
"Career high, Assists",6.0,View full stats from top 20 games,chandty01
"Career high, Steals",5.0,View full stats from top 20 games,chandty01
"Career high, Blocks",7.0,View full stats from top 20 games,chandty01
"Career high, Game Score",29.1,View full stats from top 20 games,chandty01
"Career high, Points",36.0,View full stats from top 20 games,robbire01
"Career high, Rebounds",29.0,View full stats from top 20 games,robbire01
"Career high, Assists",6.0,View full stats from top 20 games,robbire01
"Career high, Steals",2.0,View full stats from top 20 games,robbire01
"Career high, Blocks",3.0,View full stats from top 20 games,robbire01
"Career high, Game Score",5.0,View full stats from top 20 games,robbire01
"Career high, Points",27.0,View full stats from top 20 games,satorto01
"Career high, Rebounds",12.0,View full stats from top 20 games,satorto01
"Career high, Assists",14.0,View full stats from top 20 games,satorto01
"Career high, Steals",6.0,View full stats from top 20 games,satorto01
"Career high, Blocks",3.0,View full stats from top 20 games,satorto01
"Career high, Game Score",25.4,View full stats from top 20 games,satorto01
Triple-Doubles,1.0,View all,satorto01
"Career high, Points",60.0,View full stats from top 20 games,bealbr01
"Career high, Rebounds",12.0,View full stats from top 20 games,bealbr01
"Career high, Assists",17.0,View full stats from top 20 games,bealbr01
"Career high, Steals",6.0,View full stats from top 20 games,bealbr01
"Career high, Blocks",5.0,View full stats from top 20 games,bealbr01
"Career high, Game Score",45.7,View full stats from top 20 games,bealbr01
Triple-Doubles,2.0,View all,bealbr01
"Career high, Points",6.0,View full stats from top 20 games,dukandu01
"Career high, Rebounds",4.0,View full stats from top 20 games,dukandu01
"Career high, Assists",1.0,View full stats from top 20 games,dukandu01
"Career high, Steals",1.0,View full stats from top 20 games,dukandu01
"Career high, Game Score",2.7,View full stats from top 20 games,dukandu01
"Career high, Points",34.0,View full stats from top 20 games,udrihbe01
"Career high, Rebounds",10.0,View full stats from top 20 games,udrihbe01
"Career high, Assists",17.0,View full stats from top 20 games,udrihbe01
"Career high, Steals",6.0,View full stats from top 20 games,udrihbe01
"Career high, Blocks",2.0,View full stats from top 20 games,udrihbe01
"Career high, Game Score",29.4,View full stats from top 20 games,udrihbe01
Triple-Doubles,1.0,View all,udrihbe01
"Career high, Points",10.0,View full stats from top 20 games,richano01
"Career high, Rebounds",3.0,View full stats from top 20 games,richano01
"Career high, Assists",1.0,View full stats from top 20 games,richano01
"Career high, Game Score",7.2,View full stats from top 20 games,richano01
"Career high, Points",27.0,View full stats from top 20 games,knighne01
"Career high, Rebounds",8.0,View full stats from top 20 games,knighne01
"Career high, Assists",19.0,View full stats from top 20 games,knighne01
"Career high, Steals",4.0,View full stats from top 20 games,knighne01
"Career high, Blocks",1.0,View full stats from top 20 games,knighne01
"Career high, Game Score",22.4,View full stats from top 20 games,knighne01
"Career high, Points",31.0,View full stats from top 20 games,murraro01
"Career high, Rebounds",9.0,View full stats from top 20 games,murraro01
"Career high, Assists",12.0,View full stats from top 20 games,murraro01
"Career high, Steals",6.0,View full stats from top 20 games,murraro01
"Career high, Blocks",3.0,View full stats from top 20 games,murraro01
"Career high, Game Score",27.2,View full stats from top 20 games,murraro01
"Career high, Points",2.0,View full stats from top 20 games,mcreyth01
"Career high, Rebounds",3.0,View full stats from top 20 games,mcreyth01
"Career high, Points",26.0,View full stats from top 20 games,dunnry01
"Career high, Rebounds",11.0,View full stats from top 20 games,dunnry01
"Career high, Assists",3.0,View full stats from top 20 games,dunnry01
"Career high, Steals",4.0,View full stats from top 20 games,dunnry01
"Career high, Blocks",2.0,View full stats from top 20 games,dunnry01
"Career high, Game Score",22.3,View full stats from top 20 games,dunnry01
"Career high, Points",8.0,View full stats from top 20 games,basdeed01
"Career high, Rebounds",5.0,View full stats from top 20 games,basdeed01
"Career high, Assists",2.0,View full stats from top 20 games,basdeed01
"Career high, Steals",2.0,View full stats from top 20 games,basdeed01
"Career high, Blocks",1.0,View full stats from top 20 games,basdeed01
"Career high, Game Score",6.0,View full stats from top 20 games,basdeed01
"Career high, Points",33.0,View full stats from top 20 games,ratleed01
"Career high, Rebounds",14.0,View full stats from top 20 games,ratleed01
